,team1Player1,team1Player2,team1Player3,team1Player4,team1Player5,team1Player6,team1Player7,team1Player8,team1Player9,team1Player10,team1Player11,team1Player12,team1Player13,team1Player14,team1Player15,team1Player16,team1Player17,team1Player18,team1Golie1,team2Player1,team2Player2,team2Player3,team2Player4,team2Player5,team2Player6,team2Player7,team2Player8,team2Player9,team2Player10,team2Player11,team2Player12,team2Player13,team2Player14,team2Player15,team2Player16,team2Player17,team2Player18,team2Golie1,score
9504,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,T. Kuhnhackl,C. Kunitz,E. Malkin,B. Rust,C. Sheary,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,N. Backstrom,J. Beagle,A. Burakovsky,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,1.0
9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,N. Backstrom,J. Beagle,A. Burakovsky,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,T. Kuhnhackl,C. Kunitz,E. Malkin,B. Rust,C. Sheary,I. Cole,B. Dumoulin,R. Hainsey,O. Maatta,C. Ruhwedel,J. Schultz,M. Fleury,0.0
9507,D. Brassard,A. Burrows,M. Hoffman,C. MacArthur,C. Neil,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,J. Fast,T. Glass,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,0.0
9508,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,B. Dumoulin,R. Hainsey,O. Maatta,C. Ruhwedel,J. Schultz,M. Fleury,N. Backstrom,J. Beagle,A. Burakovsky,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,0.0
9509,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,E. Gryba,O. Klefbom,A. Larsson,D. Nurse,K. Russell,C. Talbot,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,1.0
9510,P. Aberg,V. Arvidsson,V. Fiddler,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,0.0
9511,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,B. Dumoulin,R. Hainsey,O. Maatta,C. Ruhwedel,J. Schultz,M. Fleury,0.0
9512,P. Aberg,V. Arvidsson,V. Fiddler,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,1.0
9513,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,B. Dumoulin,R. Hainsey,O. Maatta,C. Ruhwedel,J. Schultz,M. Fleury,1.0
9514,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,P. Aberg,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,C. Sissons,A. Watson,C. Wilson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,K. Bieksa,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Vatanen,J. Gibson,P. Aberg,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,P.A. Parenteau,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,0.0
9517,J. Archibald,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,C. Ruhwedel,M. Murray,D. Brassard,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,0.0
9518,P. Aberg,V. Arvidsson,V. Fiddler,F. Forsberg,F. Gaudreau,C. Jarnkrok,C. McLeod,J. Neal,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,N. Kerdiles,R. Kesler,C. Perry,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,K. Bieksa,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Vatanen,J. Gibson,J. Bernier,0.0
9519,D. Brassard,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,J. Archibald,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,M. Streit,M. Murray,1.0
9520,J. Boll,A. Cogliano,R. Getzlaf,O. Kase,N. Kerdiles,R. Kesler,C. Perry,N. Ritchie,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,K. Bieksa,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Vatanen,J. Bernier,P. Aberg,V. Arvidsson,V. Fiddler,F. Forsberg,F. Gaudreau,C. Jarnkrok,C. McLeod,J. Neal,M. Salomaki,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9521,J. Archibald,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,M. Streit,M. Murray,D. Brassard,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. White,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,1.0
9522,D. Brassard,R. Dzingel,M. Hoffman,C. Kelly,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Murray,1.0
9523,P. Aberg,V. Arvidsson,V. Fiddler,M. Fisher,F. Forsberg,F. Gaudreau,C. Jarnkrok,C. McLeod,J. Neal,C. Sissons,C. Smith,A. Watson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Murray,1.0
9524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Murray,P. Aberg,V. Arvidsson,M. Fisher,F. Forsberg,F. Gaudreau,C. Jarnkrok,J. Neal,P.A. Parenteau,C. Sissons,C. Smith,A. Watson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9526,J. Archibald,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Murray,P. Aberg,V. Arvidsson,M. Fisher,F. Forsberg,F. Gaudreau,C. Jarnkrok,J. Neal,P.A. Parenteau,C. Sissons,C. Smith,A. Watson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,C. Kunitz,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Murray,P. Aberg,V. Arvidsson,M. Fisher,F. Forsberg,F. Gaudreau,C. Jarnkrok,C. McLeod,J. Neal,C. Sissons,C. Smith,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,0.0
9529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,W. Carrier,C. Glass,T. Hyka,K. Kolesar,B. Leipsic,S. Matteau,T. Nosek,N. Suzuki,P. Thompson,A. Tuch,T.J. Tynan,T. Wong,J. Bischoff,N. Hague,B. Hunt,G. Reinhart,C. Stoner,S. Theodore,D. Archibald,B. Boeser,C. Cassels,M. Chaput,J. Gadjovich,N. Goldobin,W. Hamilton,W. Hamilton,K. Lind,J. Megna,G. Molino,A. Rodin,J. Virtanen,G. Brisebois,P. Holm,O. Juolevi,E. McEneny,A. Sautner,J. Subban,T. Demko,0.0
9532,P. Di Giuseppe,G. Hofmann,J. Jooris,B. McGinn,A. Miller,M. Necas,A. Poturalski,D. Ryan,A. Saarela,J. Skinner,S. Tolchinsky,L. Wallmark,J. Bean,H. Fleury,N. Hanifin,B. Pesce,J. Wesley,T. van Riemsdyk,J. Bailey,K. Criscuolo,Z. Girgensons,S. Griffith,S. Moses,R. O'Reilly,K. Okposo,B. Pouliot,C. Pu,S. Reinhart,E. Rodrigues,C.J. Smith,T. Fedun,C. Goloubef,B. Guhle,J. McCabe,C. Nelson,R. Ristolainen,L. Ullmark,R. Lehner,0.0
9533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,R. Barber,T. Boyd,A. Burakovsky,A. Chiasson,K. Elgestal,L. Eller,T. Graovac,B. Malenstyn,T.J. Oshie,D. Riat,C. Stephenson,N. Walker,J. Carlson,T. Chorney,C. Djoos,L. Johansen,T. Lewington,A. Ness,B. Holtby,B. Baddock,J. Blandisi,J. Bratt,B. Coleman,T. Hall,J. Hayes,N. Hischier,M. Johansson,N. Lappin,S. Noesen,K. Palmieri,J. Quenneville,W. Butcher,Y. Dyblenko,J. Moore,M. Mueller,D. Prout,D. Severson,K. Kinkaid,1.0
9538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,D. Caggiula,M. Callahan,G. Chase,L. Draisaitl,J. Gambardella,C. Kelly,J. Khaira,M. Lucic,B. Malone,E. Polei,T. Rattie,K. Yamamoto,Y. Auvitu,O. Klefbom,A. Larsson,K. Lowe,Z. Paigin,D. Simpson,L. Brossoit,M. Backlund,T. Brouwer,D. Dube,M. Ferland,M. Frolik,J. Gaudreau,L. Gazdic,G. Hathaway,M. Jankowski,A. Mangiapane,S. Monahan,K. Versteeg,T.J. Brodie,M. Giordano,D. Hamilton,T. Hamonic,O. Kylington,J. Valimaki,M. Smith,0.0
9540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,T. Bertuzzi,T. Elson,M. Frk,L. Glendening,D. Larkin,A. Mantha,P.A. Parenteau,M. Rasmussen,R. Sheahan,D. Shine,D. Turgeon,D. Cholowski,N. Jensen,B. Lashoff,D. McIlrath,V. Saarijarvi,L. Sulak,L. Witkowski,P. Mrazek,D. Backes,A. Czarnik,J. DeBrusk,R. Fitzgerald,J. Forsbacka Karlsson,D. Heinen,D. Krejci,S. Kuraly,D. Pastrnak,T. Purcell,J. Szwarz,F. Vatrano,B. Carlo,T. Krug,C. McAvoy,A. McQuaid,R. O'Gara,J. Zboril,A. Khudobin,1.0
9545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,D. Booth,T. Elson,L. Esposito,M. Frk,A. Holmstrom,M. Lorito,M. Rasmussen,R. Sheahan,B. Street,E. Svechnikov,D. Cholowski,J. Ericsson,M. Green,F. Hronek,N. Jensen,L. Sulak,L. Witkowski,P. Mrazek,A. Anisimov,A. DeBrincat,R. Hartman,D. Kampf,P. Kane,T. Kero,R. Panik,B. Saad,N. Schmaltz,P. Sharp,J. Tootoo,T. Wingels,D. Keith,C. Murphy,J. Oesterle,B. Seabrook,L. Snuggerud,V. Svedberg,C. Delia,C. Crawford,1.0
9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,S. Couturier,V. Filppula,C. Giroux,T. Konecny,T. Leier,O. Lindblom,C. McDonald,N. Patrick,M. Raffl,W. Simmonds,J. Voracek,J. Weal,R. Gudas,R. Hagg,A. MacDonald,S. Morin,I. Provorov,T. Sanheim,B. Elliott,N. Acciari,K. Agostino,P. Bergeron,A. Bjork,A. Blidh,C. Cave,J. Gabrielle,D. Heinen,B. Marchand,R. Nash,Z. Senyshyn,R. Spooner,B. Carlo,Z. Chara,T. Cross,M. Grzelcyk,J. Lauzon,P. Postma,T. Rask,1.0
9561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,J. Archibald,Z. Aston-Reese,T. Blueger,A. Johnson,T. Kuhnhackl,J. McClement,G. McKegg,S. Miletic,B. Rust,D. Sprong,F. Tiffels,S. Wilson,M. Hunwick,O. Maatta,D. Pouliot,C. Ruhwedel,J. Tinordi,Z. Trotman,A. Niemi,V. Abramov,C. Camper,Z. Dalpe,P. Dubois,N. Foligno,M. Hannikainen,S. Milano,J. Mitchell,T. Motte,J. Scott,L. Sedlak,C. Thurkauf,R. Collins,C. Gaunce,S. Harrington,M. Nutivaara,D. Savard,D. Somerby,S. Bobrovsky,0.0
9564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,I. Barbashev,B. Bennett,C. Bleackley,R. Fabbri,D. Jaskin,K. Kostin,J. Kyrou,W. Megan,M. Paajarvi,O. Sundqvist,R. Thomas,T. Thompson,R. Bortuzzo,V. Dunn,N. Mikkola,N. Prosser,J. Schmaltz,J. Walman,N. Backstrom,T. Boyd,A. Burakovsky,L. Eller,T. Graovac,T.J. Oshie,A. Peluso,D. Smith-Pelly,C. Stephenson,J. Vrana,T. Wilson,J. Carlson,T. Chorney,C. Djoos,L. Johansen,T. Lewington,A. Ness,C. Priskie,P. Copley,B. Holtby,0.0
9566,P. Aberg,C. Bass,B. Butler,K. Fiala,F. Gaudreau,C. Jarnkrok,V. Kamenev,E. Pettersson,A. Richard,M. Salomaki,C. Sissons,A. Watson,A. Bitetto,A. Carrier,S. Girard,P. Granberg,J. Lyytinen,Y. Weber,J. Saros,R. Callahan,Y. Gourde,T. Johnson,M. Joseph,A. Killorn,N. Kucherov,C. Kunitz,O. Palat,M. Peca,B. Point,S. Stamkos,D. Yan,E. Cernak,V. Hedman,M. Sergachev,M. Spencer,B. Thomas,D. Walcott,A. Vasilevskiy,1.0
9567,N. Cousins,L. Crouse,A. Duclair,E. Etem,T. Gaudet,M. Kempe,R. MacInnis,J. Martinook,N. Merkley,L. Pederson,Z. Rinaldo,M. Sislo,A. Campbell,A. Clendening,J. Demers,J. Hanley,D. Mayo,T. Strachan,L. Domingue,S. Bennett,T. Brouwer,M. Ferland,J. Gaudreau,T. Glass,F. Hamilton,G. Hathaway,M. Jankowski,M. Klimchuk,C. Lazar,H. Shinkaruk,M. Stajan,R. Andersson,T.J. Brodie,M. Giordano,D. Hamilton,T. Hamonic,T. Wotherspoon,M. Smith,1.0
9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,M. Beleskey,A. Czarnik,J. DeBrusk,R. Fitzgerald,D. Heinen,D. Krejci,S. Kuraly,D. Pastrnak,T. Purcell,T. Schaller,J. Szwarz,F. Vatrano,M. Grzelcyk,C. McAvoy,A. McQuaid,K. Miller,R. O'Gara,J. Zboril,M. Subban,D. Booth,M. Frk,L. Glendening,D. Helm,D. Larkin,A. Mantha,F. Nielsen,G. Nyquist,P.A. Parenteau,R. Sheahan,T. Tatar,T. Daley,D. DeKeyser,J. Ericsson,M. Green,N. Jensen,X. Ouellet,L. Witkowski,J. Howard,1.0
9570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,A. Agozzino,A. Belzile,G. Bourque,B. Comeau,F. Girard,R. Grimaldi,M. Nieto,R. Petryk,B. Shaw,C. Soderberg,D. Toninato,T. Vogelhuber,M. Barberio,C. Bigras,J. Cowen,A. Mironov,D. Warsofsky,N. Zadorov,J. Bernier,S. Anas,T. Ennis,M. Granlund,J. Kloos,M. Koivu,R. Malone,N. Niederreiter,C. O'Reilly,K. Rau,E. Staal,C. Stewart,J. Zucker,M. Dumba,B. Menell,R. Murphy,G. Olofsson,N. Seeler,R. Suter,D. Dubnyk,1.0
9575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,L. Andersson,D. Catenacci,A. Desjardins,G. Fontaine,M. Grabner,S. Kosmachuk,C. Kreider,R. Nash,B. Nieves,C. Schneider,M. Zibanejad,M. Zuccarello,B. Crawley,N. Holden,R. McDonagh,K. Shattenkirk,B. Smith,M. Staal,H. Lundqvist,J. Blandisi,J. Bratt,B. Gibbons,J. Hayes,A. Henrique,N. Lappin,M. McLeod,B. Pietila,J. Quenneville,D. Stafford,M. Wood,P. Zacha,W. Butcher,V. Loov,B. Lovejoy,J. Moore,S. Santini,B. Strait,C. Schneider,1.0
9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,P. Aberg,C. Bass,K. Fiala,F. Forsberg,F. Gaudreau,V. Kamenev,E. Pettersson,M. Salomaki,C. Sissons,C. Smith,T. Smith,Y. Trenin,A. Bitetto,A. Carrier,J. Dougherty,S. Girard,M. Irwin,A. O'Brien,J. Saros,C. Atkinson,P. Bittner,O. Bjorkstrand,Z. Dalpe,P. Dubois,N. Foligno,M. Hannikainen,S. Milano,J. Mitchell,T. Motte,A. Panarin,A. Wennberg,G. Carlsson,R. Collins,S. Harrington,S. Jones,M. Nutivaara,Z. Werenski,S. Bobrovsky,0.0
9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,S. Aho,J. Jooris,J. Kuokkanen,E. Lindholm,M. Necas,J. Nordstrom,V. Rask,A. Saarela,J. Staal,T. Teravainen,L. Wallmark,J. Williams,J. Bean,J. Faulk,N. Hanifin,B. Pesce,J. Slavin,T. van Riemsdyk,D. Caggiula,L. Draisaitl,J. Jokinen,J. Khaira,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,J. Puljujarvi,R. Strome,K. Yamamoto,M. Benning,M. Fayne,O. Klefbom,A. Larsson,K. Russell,D. Simpson,L. Brossoit,C. Talbot,0.0
9586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,J. Blandisi,B. Gibbons,J. Hayes,B. Kearns,N. Lappin,M. McLeod,S. Noesen,B. Pietila,K. Rooney,B. Speers,B. Thomson,M. Wood,Y. Dyblenko,J. Jacobs,M. Kapla,B. Lovejoy,D. Severson,B. Strait,K. Kinkaid,M. Barzal,S. Bernier,J. Chimera,C. Cizikas,C. Clutterbuck,J. Eberle,S. Gionta,J. Ho-Sang,N. Kulemin,A. Lee,B. Nelson,J. Tavares,J. Boychuk,T. Hickey,N. Leddy,S. Mayfield,A. Pelech,C. de Haan,T. Greiss,1.0
9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590,M. Bournival,R. Callahan,C. Conacher,Y. Gourde,T. Johnson,N. Kucherov,C. Kunitz,V. Namestnikov,O. Palat,B. Point,S. Stamkos,A. Volkov,B. Coburn,D. Girardi,S. Koekkoek,M. Sergachev,A. Stralman,A. Sustr,A. Vasilevskiy,A. Barkov,C. Brickley,E. Dadonov,H. Haapala,J. Huberdeau,D. MacKenzie,J. McCann,J. McGinn,B. Pirri,C. Sceviour,O. Tippett,V. Trocheck,J. Brown,A. Ekblad,M. Matheson,I. McCoshen,M. Pysyk,M. Weegar,R. Luongo,1.0
9591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,P. Buchnevich,P. Carey,F. Chytil,D. Desharnais,B. Farnham,G. Fontaine,M. Grabner,K. Hayes,V. Lettieri,J.T. Miller,B. Nieves,J. Vesey,T. DeAngelo,R. Graves,S. Kampfer,N. Pionk,B. Skjei,B. Smith,S. Couturier,C. Giroux,T. Konecny,S. Laughton,T. Leier,O. Lindblom,N. Patrick,M. Raffl,J. Voracek,M. Vorobyev,J. Weal,D. Weise,S. Gostisbehere,R. Hagg,A. MacDonald,B. Manning,S. Morin,T. Sanheim,M. Neuvirth,B. Elliott,1.0
